number,weather_main,weather_description,weather_id,weather_icon,position_lat,position_long,temperature,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,last_update,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod
668,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.89,285.33,284.59,286.62,1001,81,10000,11.32,210,75,"2024-03-18 23:29:31",2,2016139,IE,"2024-03-18 06:31:37","2024-03-18 18:34:27",0,2964574,Dublin,200
669,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.54,285,284.59,286.07,1002,83,10000,6.69,200,75,"2024-03-19 00:01:48",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
670,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.48,284.96,284.59,286.07,1002,84,10000,9.26,230,75,"2024-03-19 00:28:30",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
671,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.28,284.77,284.59,285.58,1002,85,10000,6.17,230,75,"2024-03-19 01:00:01",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
672,Clouds,"broken clouds",803,04n,53.344,-6.2672,284.41,283.84,283.89,284.8,1002,86,7000,9.26,250,75,"2024-03-19 01:32:12",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
673,Clouds,"broken clouds",803,04n,53.344,-6.2672,284.04,283.3,283.48,284.47,1004,81,10000,6.17,250,75,"2024-03-19 02:00:12",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
674,Clouds,"broken clouds",803,04n,53.344,-6.2672,283.49,282.75,282.68,283.92,1004,83,10000,8.23,250,75,"2024-03-19 02:30:46",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
675,Clouds,"scattered clouds",802,03n,53.344,-6.2672,282.93,280.23,282.51,283.36,1005,86,10000,5.66,250,40,"2024-03-19 03:01:20",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
676,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.9,279.57,282.51,283.36,1004,86,10000,7.72,240,75,"2024-03-19 03:30:01",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
677,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.65,279.87,282.22,283.13,1005,87,10000,5.66,250,75,"2024-03-19 04:00:05",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
678,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.98,279.81,282.22,283.85,1006,84,10000,7.2,240,75,"2024-03-19 04:27:56",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
679,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.65,280.73,282.22,283.29,1006,83,10000,3.6,240,75,"2024-03-19 05:02:32",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
680,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.23,279.34,281.66,282.8,1007,83,10000,5.66,240,75,"2024-03-19 05:32:48",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
681,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.39,279.54,281.66,283.29,1007,83,10000,5.66,240,75,"2024-03-19 05:59:37",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
682,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.11,279.38,281.41,282.8,1008,85,10000,5.14,230,75,"2024-03-19 06:30:11",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
683,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.36,280.66,281.66,282.8,1008,83,10000,3.09,230,75,"2024-03-19 07:00:45",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
684,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.61,279.65,281.68,283.36,1009,83,10000,6.17,210,75,"2024-03-19 07:31:31",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
685,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.06,280.22,281.68,284.4,1009,84,10000,6.17,210,75,"2024-03-19 07:58:50",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
686,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.82,283.06,282.51,284.4,1010,81,10000,6.17,230,75,"2024-03-19 08:30:16",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
687,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.8,283.06,283.33,284.4,1010,82,10000,3.6,240,75,"2024-03-19 08:59:50",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
688,Clouds,"scattered clouds",802,03d,53.344,-6.2672,283.9,283.22,283.51,284.58,1010,84,10000,6.17,220,40,"2024-03-19 09:28:39",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
689,Clouds,"scattered clouds",802,03d,53.344,-6.2672,284.49,283.85,283.51,285.14,1010,83,10000,5.66,240,40,"2024-03-19 10:00:58",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
690,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.79,284.12,283.51,285.55,1011,81,10000,5.66,240,75,"2024-03-19 10:29:00",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
691,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.22,284.47,284.03,286.62,1011,76,10000,5.66,270,75,"2024-03-19 10:59:06",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
692,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.58,284.86,284.03,286.66,1011,76,10000,5.36,270,75,"2024-03-19 11:31:45",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
693,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.64,284.9,284.03,286.66,1011,75,10000,5.36,270,75,"2024-03-19 11:58:15",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
694,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.72,284.94,285.51,285.91,1011,73,10000,4.12,240,75,"2024-03-19 12:30:02",2,2031847,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
695,Clouds,"broken clouds",803,04d,53.344,-6.2672,287.18,286.39,285.51,288.85,1012,67,10000,3.6,230,75,"2024-03-19 13:01:51",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
696,Clouds,"broken clouds",803,04d,53.344,-6.2672,287.03,286.25,284.75,288.85,1012,68,10000,3.6,240,75,"2024-03-19 13:32:00",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
697,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.73,285.95,284.68,288.29,1012,69,10000,2.57,240,75,"2024-03-19 14:01:53",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
698,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.89,286.1,285.51,288.29,1012,68,10000,2.57,230,75,"2024-03-19 14:31:21",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
699,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.79,286.04,284.75,288.29,1012,70,10000,2.57,210,75,"2024-03-19 15:00:47",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
700,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.57,285.85,285.51,287.36,1012,72,10000,2.06,210,75,"2024-03-19 15:32:50",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
701,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.46,285.73,285.51,287.36,1012,72,10000,2.57,100,75,"2024-03-19 16:01:44",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
702,Rain,"light rain",500,10d,53.344,-6.2672,286.33,285.61,285.51,287.36,1012,73,10000,3.6,240,75,"2024-03-19 16:29:03",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
703,Rain,"light rain",500,10d,53.344,-6.2672,286.25,285.55,285.51,286.8,1012,74,10000,2.57,140,75,"2024-03-19 17:00:04",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
704,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.07,285.38,283.08,286.8,1013,75,10000,2.57,190,75,"2024-03-19 17:32:51",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
705,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.99,285.31,285.51,286.25,1012,76,10000,2.57,190,75,"2024-03-19 17:59:29",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
706,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.53,284.86,285.31,285.91,1012,78,10000,2.06,90,75,"2024-03-19 18:29:23",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
707,Clouds,"broken clouds",803,04n,53.344,-6.2672,284.86,284.2,284.51,285.14,1013,81,10000,2.06,100,75,"2024-03-19 18:59:54",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
708,Rain,"light rain",500,10n,53.344,-6.2672,284.59,283.93,283.51,285.14,1013,82,10000,2.06,100,75,"2024-03-19 19:32:18",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
709,Rain,"light rain",500,10n,53.344,-6.2672,284.07,283.44,282.52,285.03,1013,85,10000,2.06,100,75,"2024-03-19 20:02:01",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
710,Rain,"light rain",500,10n,53.344,-6.2672,283.82,283.16,282.51,285.03,1013,85,10000,3.09,190,75,"2024-03-19 20:31:12",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
711,Rain,"light rain",500,10n,53.344,-6.2672,283.95,283.31,282.51,284.96,1014,85,10000,1.03,120,75,"2024-03-19 21:01:51",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
712,Rain,"light rain",500,10n,53.344,-6.2672,283.76,283.12,282.51,284.47,1014,86,10000,2.57,210,75,"2024-03-19 21:30:01",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
713,Clouds,"broken clouds",803,04n,53.344,-6.2672,283.62,282.92,283.08,284.03,1014,84,10000,2.57,210,75,"2024-03-19 21:58:33",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
714,Clouds,"broken clouds",803,04n,53.344,-6.2672,283.23,282.51,282.52,283.92,1014,85,10000,3.6,200,75,"2024-03-19 22:32:11",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
715,Clouds,"broken clouds",803,04n,53.344,-6.2672,283.15,282.76,281.97,283.85,1014,84,10000,1.54,0,75,"2024-03-19 23:00:26",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
716,Rain,"light rain",500,10n,53.344,-6.2672,282.77,280.63,281.97,283.36,1014,85,10000,4.12,220,75,"2024-03-19 23:29:53",2,2016139,IE,"2024-03-19 06:29:11","2024-03-19 18:36:16",0,2964574,Dublin,200
717,Rain,"light rain",500,10n,53.344,-6.2672,282.61,280.43,281.41,283.36,1014,85,10000,4.12,220,75,"2024-03-19 23:59:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
718,Rain,"light rain",500,10n,53.344,-6.2672,282.28,281.28,281.47,282.8,1014,88,10000,2.06,220,75,"2024-03-20 00:32:49",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
719,Rain,"light rain",500,10n,53.344,-6.2672,282.16,280.42,281.47,282.8,1014,88,10000,3.09,300,75,"2024-03-20 00:59:09",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
720,Clouds,"broken clouds",803,04n,53.344,-6.2672,281.94,280.88,281.41,282.73,1014,89,10000,2.06,280,75,"2024-03-20 01:31:45",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
721,Clouds,"broken clouds",803,04n,53.344,-6.2672,281.96,281.4,281.41,282.73,1014,89,10000,1.54,0,75,"2024-03-20 02:02:21",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
722,Drizzle,"light intensity drizzle rain",310,09n,53.344,-6.2672,281.71,281.71,281.41,282.25,1014,91,10000,1.03,0,75,"2024-03-20 02:31:34",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
723,Drizzle,"light intensity drizzle rain",310,09n,53.344,-6.2672,281.85,281.85,280.86,282.73,1014,90,10000,0.51,130,75,"2024-03-20 03:01:29",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
724,Rain,"light rain",500,10n,53.344,-6.2672,281.65,281.65,280.86,282.25,1014,92,8000,1.03,170,75,"2024-03-20 03:28:00",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
725,Rain,"moderate rain",501,10n,53.344,-6.2672,281.55,281.55,280.86,282.18,1014,91,8000,0.51,360,75,"2024-03-20 04:02:44",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
726,Rain,"light rain",500,10n,53.344,-6.2672,281.56,280.94,280.86,282.18,1015,91,8000,1.54,150,75,"2024-03-20 04:29:10",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
727,Rain,"light rain",500,10n,53.344,-6.2672,281.56,280.94,280.86,282.18,1015,91,7000,1.54,150,75,"2024-03-20 04:59:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
728,Rain,"light rain",500,10n,53.344,-6.2672,281.37,281.37,280.86,281.69,1015,93,6000,0.51,360,75,"2024-03-20 05:29:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
729,Rain,"light rain",500,10n,53.344,-6.2672,281.37,280.72,280.86,281.69,1015,93,5000,1.54,0,75,"2024-03-20 05:58:17",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
730,Rain,"light rain",500,10d,53.344,-6.2672,281.56,280.94,280.86,282.18,1016,92,5000,1.54,310,75,"2024-03-20 06:31:47",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
731,Rain,"light rain",500,10d,53.344,-6.2672,281.54,279.38,280.86,282.02,1016,93,4000,3.6,310,75,"2024-03-20 07:00:46",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
732,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.19,278.45,280.14,282.18,1017,95,5000,4.63,330,75,"2024-03-20 07:30:20",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
733,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.11,278.59,280.14,282.18,1017,95,7000,4.12,350,75,"2024-03-20 07:59:00",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
734,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.02,278.24,280.14,282.18,1018,93,8000,4.63,350,75,"2024-03-20 08:28:43",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
735,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,280.78,277.72,280.14,282.02,1018,93,10000,5.14,350,75,"2024-03-20 09:00:05",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
736,Clouds,"broken clouds",803,04d,53.344,-6.2672,280.82,277.77,280.14,282.02,1018,93,10000,5.14,350,75,"2024-03-20 09:30:04",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
737,Clouds,"broken clouds",803,04d,53.344,-6.2672,281,278.08,280.14,282.18,1019,92,10000,4.92,350,75,"2024-03-20 09:58:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
738,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.18,278.31,280.14,282.18,1019,91,10000,4.92,350,75,"2024-03-20 10:28:53",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
739,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.23,279,280.31,282.18,1020,91,10000,3.6,350,75,"2024-03-20 11:02:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
740,Rain,"light rain",500,10d,53.344,-6.2672,281.45,279.27,280.86,281.97,1020,91,10000,3.6,350,75,"2024-03-20 11:32:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
741,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.75,278.93,281.25,282.52,1020,90,10000,5.14,330,75,"2024-03-20 12:01:08",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
742,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.95,279.18,281.25,282.68,1020,87,10000,5.14,330,75,"2024-03-20 12:29:30",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
743,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.47,280.26,281.97,283.08,1020,84,10000,4.12,340,75,"2024-03-20 13:02:39",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
744,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.87,281,282.02,283.51,1020,82,10000,3.6,350,75,"2024-03-20 13:30:12",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
745,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.37,282.48,281.81,283.68,1020,78,10000,4.12,350,75,"2024-03-20 14:01:02",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
746,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.45,282.55,282.37,284.03,1020,77,10000,3.6,20,75,"2024-03-20 14:29:18",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
747,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.63,282.74,282.92,284.19,1021,77,10000,3.6,10,75,"2024-03-20 15:01:02",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
748,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.93,283.02,283.51,284.47,1021,75,10000,3.6,360,75,"2024-03-20 15:31:08",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
749,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.98,283.05,282.92,284.58,1021,74,10000,2.57,340,75,"2024-03-20 16:00:04",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
750,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.33,283.36,283.64,285.51,1022,71,10000,2.06,350,75,"2024-03-20 16:32:05",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
751,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.33,283.33,283.51,285.51,1022,70,10000,2.57,330,75,"2024-03-20 16:59:37",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
752,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.59,283.62,283.64,285.51,1022,70,10000,2.06,350,75,"2024-03-20 17:31:13",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
753,Clouds,"scattered clouds",802,03d,53.344,-6.2672,284.05,283.05,282.52,284.68,1022,71,10000,2.06,350,40,"2024-03-20 17:59:37",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
754,Clouds,"scattered clouds",802,03d,53.344,-6.2672,283.01,282.6,280.7,283.89,1022,75,10000,1.54,300,40,"2024-03-20 18:31:40",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
755,Clouds,"scattered clouds",802,03n,53.344,-6.2672,282.33,281.82,280.15,283.68,1022,76,10000,1.54,300,40,"2024-03-20 18:58:09",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
756,Clouds,"scattered clouds",802,03n,53.344,-6.2672,281.28,280.11,278.51,282.68,1023,79,10000,2.06,320,40,"2024-03-20 19:32:58",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
757,Clouds,"overcast clouds",804,04n,53.344,-6.2672,280.87,280.87,278.69,281.62,1023,81,10000,1.13,238,86,"2024-03-20 20:02:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
758,Clouds,"scattered clouds",802,03n,53.344,-6.2672,279.77,277.91,277.51,281.07,1023,84,10000,2.57,190,40,"2024-03-20 20:30:36",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
759,Clouds,"few clouds",801,02n,53.344,-6.2672,279.29,278.35,277.36,280.51,1023,84,10000,1.54,180,20,"2024-03-20 21:00:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
760,Clouds,"scattered clouds",802,03n,53.344,-6.2672,278.72,276.67,276.51,280.15,1023,87,10000,2.57,210,40,"2024-03-20 21:32:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
761,Clouds,"few clouds",801,02n,53.344,-6.2672,278.89,277.89,277.02,280.15,1024,87,10000,1.54,180,20,"2024-03-20 22:01:01",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
762,Clear,"clear sky",800,01n,53.344,-6.2672,278.93,275.9,277.77,280.15,1024,85,10000,4.12,190,0,"2024-03-20 22:32:40",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
763,Clear,"clear sky",800,01n,53.344,-6.2672,278.74,277.15,277.22,280.15,1024,84,10000,2.06,210,0,"2024-03-20 23:02:07",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
764,Clear,"clear sky",800,01n,53.344,-6.2672,278.54,275.42,277.22,280.15,1023,85,10000,4.12,180,0,"2024-03-20 23:33:00",2,2016139,IE,"2024-03-20 06:26:45","2024-03-20 18:38:05",0,2964574,Dublin,200
765,Clear,"clear sky",800,01n,53.344,-6.2672,278.33,276.21,275.91,280.15,1024,86,10000,2.57,210,0,"2024-03-21 00:01:01",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
766,Clear,"clear sky",800,01n,53.344,-6.2672,278.3,275.13,275.91,280.15,1023,86,10000,4.12,170,0,"2024-03-21 00:28:45",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
767,Clear,"clear sky",800,01n,53.344,-6.2672,278.31,276.18,276.66,281.26,1022,85,10000,2.57,220,0,"2024-03-21 01:00:04",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
768,Clear,"clear sky",800,01n,53.344,-6.2672,279.09,276.72,277.36,280.31,1023,84,10000,3.09,210,0,"2024-03-21 01:29:26",2,2091862,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
769,Clear,"clear sky",800,01n,53.344,-6.2672,279.18,276.83,277.91,279.75,1023,84,10000,3.09,210,0,"2024-03-21 01:59:59",2,2091862,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
770,Clear,"clear sky",800,01n,53.344,-6.2672,280.68,277.59,279.03,282.18,1023,82,10000,5.14,220,0,"2024-03-21 02:32:01",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
771,Clear,"clear sky",800,01n,53.344,-6.2672,281.02,278.48,279.03,282.73,1022,80,10000,4.12,210,0,"2024-03-21 03:01:29",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
772,Clear,"clear sky",800,01n,53.344,-6.2672,281.17,277.82,279.03,282.8,1022,79,10000,6.17,220,0,"2024-03-21 03:30:00",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
773,Clear,"clear sky",800,01n,53.344,-6.2672,281.41,279,278.69,282.73,1022,78,10000,4.02,210,0,"2024-03-21 04:00:53",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
774,Clear,"clear sky",800,01n,53.344,-6.2672,281.52,278.09,278.69,282.73,1022,78,10000,6.69,230,0,"2024-03-21 04:32:42",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
775,Clear,"clear sky",800,01n,53.344,-6.2672,281.77,279.17,280.15,282.73,1021,77,10000,4.63,200,0,"2024-03-21 05:00:32",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
776,Rain,"moderate rain",501,10n,53.344,-6.2672,282.09,278.13,281.25,283.29,1021,76,10000,9.26,220,0,"2024-03-21 05:32:06",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
777,Rain,"moderate rain",501,10n,53.344,-6.2672,282.17,279.67,281.25,283.29,1021,76,10000,4.63,200,0,"2024-03-21 06:00:10",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
778,Rain,"moderate rain",501,10d,53.344,-6.2672,282.52,279.08,281.25,283.85,1021,74,10000,7.72,220,75,"2024-03-21 06:31:58",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
779,Rain,"light rain",500,10d,53.344,-6.2672,282.06,279.53,281.41,283.29,1021,74,10000,4.63,220,75,"2024-03-21 07:02:55",2,2016139,IE,"2024-03-21 06:24:19","2024-03-21 18:39:54",0,2964574,Dublin,200
