number,weather_main,weather_description,weather_id,weather_icon,position_lat,position_long,temperature,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,last_update,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod
298,Mist,mist,701,50n,53.344,-6.2672,280.19,278.84,279.51,281.07,1006,94,4500,2.06,50,75,"2024-03-11 06:27:10",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
299,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,280.19,278.84,279.51,281.07,1006,94,4500,2.06,50,75,"2024-03-11 06:58:58",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
300,Mist,mist,701,50d,53.344,-6.2672,280.09,277.93,279.03,281.07,1006,95,5000,3.09,90,75,"2024-03-11 07:30:02",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
301,Mist,mist,701,50d,53.344,-6.2672,280.09,278.21,279.03,281.07,1006,95,4600,2.68,90,75,"2024-03-11 07:57:38",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
302,Mist,mist,701,50d,53.344,-6.2672,280.46,280.46,280,281.07,1007,93,5000,0.51,0,75,"2024-03-11 08:30:02",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
303,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,280.66,278.61,280,281.62,1007,93,4500,3.09,80,75,"2024-03-11 08:56:01",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
304,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,280.57,278.5,280.31,281.47,1008,94,4500,3.09,80,75,"2024-03-11 09:28:16",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
305,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,280.75,279.08,280.31,281.47,1008,95,6000,2.57,100,75,"2024-03-11 10:01:06",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
306,Clouds,"broken clouds",803,04d,53.344,-6.2672,281,279.37,280.31,282.18,1008,94,8000,2.57,110,75,"2024-03-11 10:28:00",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
307,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.28,280.11,280.51,282.18,1008,93,8000,2.06,80,75,"2024-03-11 10:59:28",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
308,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.31,279.74,280.86,282.02,1009,92,8000,2.57,60,75,"2024-03-11 11:28:01",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
309,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.36,280.2,280.86,282.02,1008,92,8000,2.06,70,75,"2024-03-11 11:59:11",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
310,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.36,279.8,280.86,282.02,1008,91,8000,2.57,100,75,"2024-03-11 12:28:03",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
311,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.64,280.53,280.86,282.73,1009,91,8000,2.06,70,75,"2024-03-11 12:58:16",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
312,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.41,280.26,280.86,282.18,1008,90,8000,2.06,80,75,"2024-03-11 13:29:01",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
313,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.86,281.28,281.42,282.58,1008,90,10000,1.54,100,75,"2024-03-11 14:01:38",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
314,Clouds,"broken clouds",803,04d,53.344,-6.2672,281.73,280.64,281.42,283.13,1008,91,10000,2.06,150,75,"2024-03-11 14:30:18",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
315,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.27,280.55,281.42,283.29,1008,89,10000,3.09,230,75,"2024-03-11 15:00:31",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
316,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.44,280.76,281.41,283.85,1008,90,10000,3.09,230,75,"2024-03-11 15:29:50",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
317,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.85,281.94,281.25,284.96,1009,88,8000,2.06,260,75,"2024-03-11 15:58:01",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
318,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.73,281.8,281.25,284.4,1008,87,8000,2.06,260,75,"2024-03-11 16:26:59",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
319,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.56,281.61,281.25,283.85,1008,87,8000,2.06,120,75,"2024-03-11 17:00:19",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
320,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.4,281.42,281.25,283.69,1008,89,8000,2.06,140,75,"2024-03-11 17:31:01",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
321,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.27,281.27,281.41,283.69,1008,89,8000,2.06,140,75,"2024-03-11 17:59:11",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
322,Clouds,"broken clouds",803,04n,53.344,-6.2672,282,280.95,281.26,283.13,1008,90,7000,2.06,140,75,"2024-03-11 18:26:59",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
323,Rain,"light rain",500,10n,53.344,-6.2672,281.79,280.71,280.86,282.73,1008,91,6000,2.06,120,75,"2024-03-11 18:58:41",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
324,Rain,"light rain",500,10n,53.344,-6.2672,281.56,280.44,280.86,282.18,1008,91,6000,2.06,140,75,"2024-03-11 19:30:36",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
325,Rain,"light rain",500,10n,53.344,-6.2672,281.45,279.91,280.86,282.18,1008,92,6000,2.57,150,75,"2024-03-11 19:57:00",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
326,Rain,"moderate rain",501,10n,53.344,-6.2672,281.3,280.13,280.55,282.02,1008,91,7000,2.06,140,75,"2024-03-11 20:31:58",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
327,Rain,"light rain",500,10n,53.344,-6.2672,281.3,279.73,280.55,281.69,1007,91,6000,2.57,150,75,"2024-03-11 20:56:59",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
328,Rain,"moderate rain",501,10n,53.344,-6.2672,281.08,279.47,280.55,281.68,1008,92,6000,2.57,180,75,"2024-03-11 21:31:58",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
329,Rain,"moderate rain",501,10n,53.344,-6.2672,281.04,279.42,280.15,281.68,1008,90,6000,2.57,180,75,"2024-03-11 21:57:36",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
330,Rain,"light rain",500,10n,53.344,-6.2672,280.43,278.03,280,281.25,1006,92,6000,3.6,140,75,"2024-03-11 22:30:41",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
331,Rain,"moderate rain",501,10n,53.344,-6.2672,280.44,276.89,280,281.25,1006,90,7000,6.17,150,75,"2024-03-11 23:00:24",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
332,Rain,"moderate rain",501,10n,53.344,-6.2672,280.33,276.94,279.75,281.07,1005,90,7000,5.66,140,75,"2024-03-11 23:27:00",2,2016139,IE,"2024-03-11 06:48:33","2024-03-11 18:21:38",0,2964574,Dublin,200
333,Clouds,"broken clouds",803,04n,53.344,-6.2672,280.37,276.45,280,281.07,1004,91,5000,7.2,140,75,"2024-03-11 23:58:27",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
334,Clouds,"broken clouds",803,04n,53.344,-6.2672,280.49,276.61,280,281.07,1003,92,7000,7.2,140,75,"2024-03-12 00:30:05",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
335,Clouds,"broken clouds",803,04n,53.344,-6.2672,280.95,277.04,280.51,281.68,1003,91,10000,7.72,140,75,"2024-03-12 00:57:07",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
336,Clouds,"broken clouds",803,04n,53.344,-6.2672,281.07,277.35,280.51,282.02,1002,93,10000,7.2,150,75,"2024-03-12 01:28:26",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
337,Clouds,"broken clouds",803,04n,53.344,-6.2672,281.5,277.23,280.51,282.68,1002,92,10000,9.77,170,75,"2024-03-12 01:57:00",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
338,Clouds,"broken clouds",803,04n,53.344,-6.2672,281.87,278.71,281.11,282.68,1001,92,10000,6.17,140,75,"2024-03-12 02:28:45",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
339,Drizzle,"light intensity drizzle",300,09n,53.344,-6.2672,282.04,279.1,281.11,283.08,1001,93,10000,5.66,140,75,"2024-03-12 02:58:05",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
340,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.35,280.65,281.51,283.64,1000,94,10000,3.09,140,75,"2024-03-12 03:29:01",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
341,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.42,280.73,281.51,284.2,1001,94,10000,3.09,150,75,"2024-03-12 03:59:44",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
342,Drizzle,"light intensity drizzle",300,09n,53.344,-6.2672,283,280.7,281.51,284.68,1000,94,9000,4.63,230,75,"2024-03-12 04:31:50",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
343,Clouds,"broken clouds",803,04n,53.344,-6.2672,283.32,282.85,281.47,284.68,1000,94,10000,4.63,230,75,"2024-03-12 04:57:19",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
344,Clouds,"scattered clouds",802,03n,53.344,-6.2672,283.72,283.26,281.81,284.4,1000,93,10000,4.63,230,40,"2024-03-12 05:30:30",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
345,Clouds,"broken clouds",803,04n,53.344,-6.2672,283.65,283.18,281.51,284.96,1001,93,10000,4.63,230,75,"2024-03-12 05:58:28",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
346,Clouds,"broken clouds",803,04n,53.344,-6.2672,282.62,279.35,281.97,283.36,1001,91,10000,7.2,250,75,"2024-03-12 06:30:59",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
347,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.85,280.51,281.97,283.85,1001,88,10000,4.63,240,75,"2024-03-12 07:01:45",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
348,Clouds,"broken clouds",803,04d,53.344,-6.2672,282.83,279.93,281.97,283.85,1002,88,10000,6.17,240,75,"2024-03-12 07:27:11",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
349,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.01,281.17,281.97,283.85,1002,86,10000,3.6,240,75,"2024-03-12 08:00:43",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
350,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,283.04,280.04,282.51,283.85,1002,85,10000,6.69,230,100,"2024-03-12 08:31:16",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
351,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,283.2,282.48,282.51,283.85,1002,85,10000,8.23,240,75,"2024-03-12 08:59:01",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
352,Clouds,"broken clouds",803,04d,53.344,-6.2672,283.91,283.18,283.33,284.4,1002,82,10000,8.23,240,75,"2024-03-12 09:30:01",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
353,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.56,283.85,283.51,286.07,1002,80,10000,8.23,240,75,"2024-03-12 10:01:14",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
354,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.82,284.16,284.19,285.91,1002,81,10000,7.2,250,75,"2024-03-12 10:28:04",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
355,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.37,284.74,284.51,286.81,1002,80,10000,8.75,240,75,"2024-03-12 10:59:49",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
356,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.83,285.24,284.68,286.81,1003,80,10000,8.23,240,75,"2024-03-12 11:30:30",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
357,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.27,285.67,284.68,287.73,1003,78,10000,7.2,240,75,"2024-03-12 12:00:09",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
358,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.18,285.6,284.68,287.18,1003,79,10000,6.69,240,75,"2024-03-12 12:28:01",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
359,Clouds,"broken clouds",803,04d,53.344,-6.2672,286.68,286.18,285.51,287.73,1004,80,10000,5.14,240,75,"2024-03-12 13:00:02",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
360,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,286.95,286.5,285.51,287.73,1003,81,10000,4.63,240,75,"2024-03-12 13:32:04",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
361,Clouds,"broken clouds",803,04d,53.344,-6.2672,287.48,287.14,286.68,288.29,1003,83,10000,4.12,240,75,"2024-03-12 13:58:25",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
362,Clouds,"broken clouds",803,04d,53.344,-6.2672,287.6,287.32,285.51,288.36,1003,85,10000,5.66,230,75,"2024-03-12 14:31:11",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
363,Clouds,"broken clouds",803,04d,53.344,-6.2672,287.32,287.09,285.51,288.36,1003,88,4000,7.2,230,75,"2024-03-12 14:58:40",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
364,Clouds,"broken clouds",803,04d,53.344,-6.2672,287.68,287.51,286.51,288.69,1003,89,3000,7.2,230,75,"2024-03-12 15:30:11",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
365,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,288.18,288.01,286.51,288.92,1003,87,10000,6.17,230,75,"2024-03-12 16:00:21",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
366,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,288.06,287.85,287.51,288.69,1003,86,10000,6.17,220,75,"2024-03-12 16:31:38",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
367,Drizzle,"light intensity drizzle",300,09d,53.344,-6.2672,288.28,288.04,287.51,288.85,1003,84,10000,7.72,230,75,"2024-03-12 16:57:07",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
368,Clouds,"broken clouds",803,04d,53.344,-6.2672,288.03,287.77,287.51,288.85,1003,84,10000,7.2,220,75,"2024-03-12 17:28:01",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
369,Clouds,"overcast clouds",804,04d,53.344,-6.2672,288.15,287.82,287.37,288.85,1003,81,10000,3.13,268,100,"2024-03-12 18:00:11",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
370,Clouds,"broken clouds",803,04n,53.344,-6.2672,287.77,287.51,286.97,288.36,1002,85,10000,7.2,220,75,"2024-03-12 18:28:23",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
371,Clouds,"broken clouds",803,04n,53.344,-6.2672,287.65,287.3,286.81,288.29,1003,82,10000,5.66,220,75,"2024-03-12 19:01:51",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
372,Clouds,"broken clouds",803,04n,53.344,-6.2672,287.4,287.05,286.26,288.29,1003,83,10000,7.72,220,75,"2024-03-12 19:28:33",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
373,Clouds,"broken clouds",803,04n,53.344,-6.2672,287.02,286.6,286.26,287.73,1003,82,10000,6.17,210,75,"2024-03-12 20:01:24",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
374,Clouds,"scattered clouds",802,03n,53.344,-6.2672,286.8,286.36,285.68,287.73,1003,82,10000,9.26,200,40,"2024-03-12 20:31:53",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
375,Clouds,"broken clouds",803,04n,53.344,-6.2672,286.85,286.44,285.68,287.73,1003,83,10000,9.26,200,75,"2024-03-12 20:57:36",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
376,Clouds,"broken clouds",803,04n,53.344,-6.2672,286.84,286.41,285.68,287.73,1002,82,10000,9.26,210,75,"2024-03-12 21:28:01",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
377,Clouds,"broken clouds",803,04n,53.344,-6.2672,286.32,285.89,285.68,286.8,1002,84,10000,9.26,210,75,"2024-03-12 21:58:32",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
378,Clouds,"broken clouds",803,04n,53.344,-6.2672,286.28,285.79,285.15,287.18,1002,82,10000,9.26,210,75,"2024-03-12 22:30:52",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
379,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.99,285.44,285.15,286.62,1002,81,10000,7.72,210,75,"2024-03-12 23:01:13",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
380,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.97,285.4,285.15,286.62,1002,80,10000,10.8,210,75,"2024-03-12 23:30:01",2,2016139,IE,"2024-03-12 06:46:09","2024-03-12 18:23:29",0,2964574,Dublin,200
381,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.73,285.21,285.15,286.14,1001,83,10000,10.8,210,75,"2024-03-12 23:55:50",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
382,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.96,285.44,284.75,286.69,1002,82,10000,11.83,210,75,"2024-03-13 00:30:01",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
383,Rain,"light rain",500,10n,53.344,-6.2672,286.16,285.66,285.15,287.18,1001,82,10000,7.72,200,75,"2024-03-13 01:01:41",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
384,Clouds,"broken clouds",803,04n,53.344,-6.2672,286.18,285.68,284.75,287.18,1001,82,10000,12.86,210,75,"2024-03-13 01:28:00",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
385,Clouds,"broken clouds",803,04n,53.344,-6.2672,286.18,285.73,284.75,287.18,1000,84,10000,12.86,210,75,"2024-03-13 01:58:40",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
386,Rain,"heavy intensity rain",502,10n,53.344,-6.2672,285.87,285.42,284.75,286.62,1000,85,10000,10.8,210,75,"2024-03-13 02:31:55",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
387,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.52,285.06,284.19,286.14,1000,86,10000,8.75,210,75,"2024-03-13 03:02:00",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
388,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.41,284.96,284.19,286.62,1000,87,10000,11.32,210,75,"2024-03-13 03:29:26",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
389,Rain,"light rain",500,10n,53.344,-6.2672,285.78,285.29,284.59,286.62,1000,84,10000,11.32,210,75,"2024-03-13 03:58:32",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
390,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.65,285.2,284.19,286.62,1000,86,10000,10.8,210,75,"2024-03-13 04:32:08",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
391,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.75,285.31,284.59,286.62,1000,86,10000,10.8,210,75,"2024-03-13 04:59:34",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
392,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.8,285.34,284.59,286.62,1000,85,10000,9.26,210,75,"2024-03-13 05:30:13",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
393,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.75,285.34,285.51,286.14,999,87,10000,8.23,210,75,"2024-03-13 06:00:47",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
394,Clouds,"broken clouds",803,04n,53.344,-6.2672,285.98,285.54,285.51,286.62,999,85,10000,9.77,210,75,"2024-03-13 06:28:01",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
395,Rain,"moderate rain",501,10d,53.344,-6.2672,286.11,285.65,285.51,286.69,999,84,10000,7.72,210,75,"2024-03-13 07:00:46",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
396,Rain,"light rain",500,10d,53.344,-6.2672,285.93,285.48,285.3,286.62,1000,85,10000,10.29,210,75,"2024-03-13 07:31:28",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
397,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.84,285.44,285.51,286.25,1000,87,10000,7.72,210,75,"2024-03-13 08:00:04",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
398,Rain,"moderate rain",501,10d,53.344,-6.2672,285.96,285.57,285.51,286.25,1000,87,10000,10.29,210,75,"2024-03-13 08:29:01",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
399,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.98,285.56,285.51,286.62,1000,86,10000,8.75,210,75,"2024-03-13 08:58:47",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
400,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.97,285.58,283.51,287.18,1001,87,6000,6.17,280,75,"2024-03-13 09:28:47",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
401,Clouds,"broken clouds",803,04d,53.344,-6.2672,285.35,284.95,282.51,286.69,1001,89,6000,5.66,270,75,"2024-03-13 10:00:09",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
402,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.03,283.55,282.51,286.47,1002,91,6000,6.17,270,75,"2024-03-13 10:30:01",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
403,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.24,283.73,283.51,284.96,1002,89,8000,5.14,260,75,"2024-03-13 10:57:40",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
404,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.24,283.75,283.51,284.96,1002,90,8000,5.66,270,75,"2024-03-13 11:29:41",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
405,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.32,283.89,283.51,286.47,1002,92,8000,6.69,270,75,"2024-03-13 11:58:16",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
406,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.82,284.44,283.68,286.47,1002,92,8000,6.17,270,75,"2024-03-13 12:30:04",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
407,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.73,284.32,283.51,287.02,1002,91,8000,6.17,270,75,"2024-03-13 12:59:57",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
408,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.68,284.24,283.47,285.86,1004,90,8000,5.66,270,75,"2024-03-13 13:31:00",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
409,Clouds,"broken clouds",803,04d,53.344,-6.2672,284.38,283.91,283.47,284.96,1004,90,8000,5.14,270,75,"2024-03-13 13:57:32",2,2016139,IE,"2024-03-13 06:43:44","2024-03-13 18:25:19",0,2964574,Dublin,200
